,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5353,11,,B2,40-38 189 STREET,,11358,2,0,2,"4,000","1,972",1920,1,B2,0,04/14/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5353,11,,B2,40-38 189TH STREET,,11358,2,0,2,"4,000","1,972",1920,1,B2,"1,170,000",07/22/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5354,22,,B1,40-12 190TH STREET,,11358,2,0,2,"2,500","1,632",1935,1,B1,"1,165,000",12/02/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5355,42,,B1,190-17 42 AVENUE,,11358,2,0,2,"5,000","1,733",1950,1,B1,"1,500,000",04/06/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5361,1,,S2,196-03 42 AVENUE,,11358,2,1,3,"5,000","1,708",1940,1,S2,"1,622,500",10/03/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5361,3,,B2,196-05 42 AVENUE,,11358,2,0,2,"4,000","2,856",1940,1,B2,0,09/26/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5361,38,,B1,40-19 196TH STREET,,11358,2,0,2,"3,125","2,475",1940,1,B1,"1,120,000",10/08/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5361,44,,B3,40-33 196TH STREET,,11358,2,0,2,"3,125","1,736",1930,1,B3,0,08/04/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5365,24,,B2,189-08 42ND AVENUE,,11358,2,0,2,"5,000","3,226",2024,1,B2,"2,494,713",05/14/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5365,35,,B3,42-25 189TH STREET,,11358,2,0,2,"3,800","1,610",1930,1,B3,"1,380,000",03/23/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5367,44,,B1,42-45 191 STREET,,11358,2,0,2,"2,200","1,752",1950,1,B1,"1,055,000",11/17/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5370,35,,B1,194-04 42 AVENUE,,11358,2,0,2,"5,000","3,280",2023,1,B1,"2,221,208",10/20/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5371,23,,B1,42-20 196 STREET,,11358,2,0,2,"3,360","1,728",2012,1,B1,"1,430,000",01/26/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5379,129,,B3,42-80 149 STREET,,11355,2,0,2,"3,768","2,341",1910,1,B3,"1,475,000",09/03/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5382,27,,B2,149-63 ASH AVENUE,,11355,2,0,2,"3,435","2,802",1920,1,B2,"1,450,000",03/16/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5382,36,,B3,149-41 ASH AVENUE,,11355,2,0,2,"4,000","1,570",1920,1,B3,0,11/14/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5382,132,,B1,149-51 ASH AVENUE,,11355,2,0,2,"2,865","3,100",1988,1,B1,"1,535,000",11/17/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5384,65,,B3,154-21 ASH AVENUE,,11355,2,0,2,"10,356","1,779",1930,1,B3,"1,150,000",05/22/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5387,21,,B2,42-35 156TH STREET,,11355,2,0,2,"4,000","3,322",1970,1,B2,0,12/19/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5388,19,,B1,42-29 157TH STREET,,11355,2,0,2,"3,963","3,005",2010,1,B1,0,03/07/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5388,19,,B1,42-29 157TH STREET,,11355,2,0,2,"3,963","3,005",2010,1,B1,0,03/11/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5388,33,,B1,157-12 SANFORD AVENUE,,11355,2,0,2,"3,167","2,250",1960,1,B1,0,07/16/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5388,37,,B1,157-18 SANFORD AVENUE,,11355,2,0,2,"4,575","2,550",1960,1,B1,0,08/18/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5388,67,,B2,157-15 43 AVENUE,,11355,2,0,2,"2,665","2,242",1970,1,B2,0,07/08/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5391,10,,B2,42-35 160TH STREET,,11358,2,0,2,"3,000","3,100",2001,1,B2,0,04/20/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5391,22,,B1,42-11 160 STREET,,11358,2,0,2,"2,845","2,000",2004,1,B1,0,04/28/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5391,22,,B1,4211 160TH ST,,11358,2,0,2,"2,845","2,000",2004,1,B1,0,06/16/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5392,9,,B3,42-31 161 STREET,,11358,2,0,2,"4,000","2,375",1920,1,B3,"1,339,988",04/23/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5392,12,,B1,42-19 161ST STREET,,11358,2,0,2,"3,333","2,800",2014,1,B1,0,09/03/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5393,35,,B2,42-42 163 STREET,,11358,2,0,2,"3,600","1,564",1945,1,B2,0,03/10/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5401,7,,B1,43-04 147 STREET,,11355,2,0,2,"3,010","2,296",1965,1,B1,0,01/26/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5404,20,,B1,43-14 149 STREET,,11355,2,0,2,"5,075","2,882",1910,1,B1,0,05/19/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5405,15,,B2,147-52 DELAWARE AVENUE,,11355,2,0,2,"2,542","1,422",2004,1,B2,0,01/23/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5405,35,,B2,147-19 ELM AVENUE,,11355,2,0,2,"2,500","2,440",1930,1,B2,0,04/13/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5407,30,,B3,14956 BEECH AVENUE,,11355,2,0,2,"4,000","2,248",1920,1,B3,0,06/07/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5408,70,,B2,149-04 CHERRY AVENUE,,11355,2,0,2,"5,500","1,413",1945,1,B2,"1,590,000",12/09/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5409,67,,B2,43-37 149 STREET,,11355,2,0,2,"5,500","3,228",1910,1,B2,0,10/21/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5409,69,,B3,43-33 149TH STREET,,11355,2,0,2,"5,500","2,800",1910,1,B3,"988,000",01/28/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5410,64,,B2,149-31 45 AVENUE,,11355,2,0,2,"4,000","1,942",1915,1,B2,"1,600,000",12/24/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5410,66,,B2,149-27 45TH AVENUE,,11355,2,0,2,"4,000","1,426",1915,1,B2,"1,400,000",07/06/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5410,73,,B2,149-19 45 AVENUE,,11355,2,0,2,"4,000","3,101",1960,1,B2,0,08/14/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5414,46,,B2,43-22 157TH STREET,,11355,2,0,2,"4,000","2,444",1960,1,B2,0,11/08/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5414,70,,B3,43-68 157 STREET,,11355,2,0,2,"3,000","2,850",1925,1,B3,0,06/05/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5416,1,,B1,43-69 158TH STREET,,11358,2,0,2,"4,000","3,652",2014,1,B1,0,03/13/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5417,51,,B1,43-32 160 STREET,,11358,2,0,2,"3,000","3,150",2015,1,B1,"1,950,000",10/27/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5418,44,,B2,43-20 161ST STREET,,11358,2,0,2,"4,000","2,028",1930,1,B2,"1,435,000",11/12/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5419,14,,B1,43-41 161 STREET,,11358,2,0,2,"2,325","2,656",1960,1,B1,0,01/20/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5420,21,,S2,43-27 162 STREET,,11358,2,1,3,"1,825","1,728",1925,1,S2,"980,000",10/10/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5420,21,,S2,43-27 162ND STREET,,11358,2,1,3,"1,825","1,728",1925,1,S2,"1,400,000",06/30/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5420,41,,B1,43-24 163 STREET,,11358,2,0,2,"2,231","1,635",1987,1,B1,"1,260,000",01/05/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5421,56,,B2,43-46 164 STREET,,11358,2,0,2,"4,000","2,256",1920,1,B2,0,09/12/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5422,40,,B2,164-06 43RD AVENUE,,11358,2,0,2,"2,500","2,142",2003,1,B2,0,12/18/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5423,12,,B1,43-55 165 STREET,,11358,2,0,2,"4,000","3,632",1960,1,B1,0,09/19/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5423,74,,B2,43-64 166TH STREET,,11358,2,0,2,"4,500","2,210",1925,1,B2,0,03/31/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5424,18,,B2,43-43 166 STREET,,11358,2,0,2,"4,000","1,920",1930,1,B2,"1,240,000",10/29/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5425,38,,B3,43-03 167 STREET,,11358,2,0,2,"6,000","1,800",1930,1,B3,0,10/22/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5429,78,,B3,43-60 AUBURNDALE LANE,,11358,2,0,2,"8,080","2,261",1930,1,B3,"1,410,000",02/18/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5431,42,,B1,45-65 PARSONS BOULEVARD,,11355,2,0,2,"5,023","1,800",1965,1,B1,"1,500,000",01/30/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5433,33,,B3,45-40 156TH STREET,,11355,2,0,2,"5,160","3,091",1920,1,B3,0,04/16/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5433,35,,B3,45-48 156TH STREET,,11355,2,0,2,"6,360","3,790",1930,1,B3,0,04/16/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5434,34,,B1,149-39 46TH AVENUE,,11355,2,0,2,"5,150","3,170",1950,1,B1,0,01/08/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5435,54,,B1,45-18 157TH STREET,,11355,2,0,2,"2,000","2,200",1950,1,B1,0,09/09/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5436,39,,B2,45-11 157TH STREET,,11355,2,0,2,"5,042","1,680",1930,1,B2,"1,250,000",12/16/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5436,74,,B1,45-60 158TH STREET,,11358,2,0,2,"3,953","1,835",1940,1,B1,0,07/15/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5437,35,,B2,45-19 158TH STREET,,11358,2,0,2,"4,000","2,750",1925,1,B2,"1,750,000",03/11/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5437,88,,B2,45-76 159 STREET,,11358,2,0,2,"3,000","1,776",1925,1,B2,"1,340,000",10/15/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5439,6,,B2,45-77 160TH STREET,,11358,2,0,2,"3,180","1,920",1901,1,B2,"356,578",08/18/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5439,8,,B2,45-75 160 STREET,,11358,2,0,2,"3,083","1,801",1901,1,B2,"950,000",01/29/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5439,56,,B3,45-14 161ST STREET,,11358,2,0,2,"4,000","2,910",1910,1,B3,"1,850,000",01/07/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5439,60,,B3,45-20 161ST STREET,,11358,2,0,2,"3,000","1,928",1910,1,B3,0,12/29/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5439,77,,B2,45-54 161ST STREET,,11358,2,0,2,"4,000","2,381",1920,1,B2,0,07/13/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5439,81,,B2,45-62 161 STREET,,11358,2,0,2,"4,000","3,600",2012,1,B2,0,08/25/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5440,28,,B2,45-25 161 STREET,,11358,2,0,2,"3,500","2,256",1920,1,B2,0,12/05/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5440,29,,B2,45-21 161ST STREET,,11358,2,0,2,"4,000","2,040",1950,1,B2,0,01/17/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5442,17,,B1,45-47 163 STREET,,11358,2,0,2,"3,000","2,420",2005,1,B1,0,11/05/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5442,23,,B1,45-35 163 STREET,,11358,2,0,2,"4,000","3,684",2016,1,B1,"2,050,000",01/07/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5442,36,,B1,163-02 45TH AVENUE,,11358,2,0,2,"5,000","2,600",1970,1,B1,"1,760,000",04/20/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5442,49,,B2,45-18 164TH STREET,,11358,2,0,2,"3,000","2,000",1925,1,B2,"1,210,000",09/16/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5447,23,,B2,45-25 168TH ST,,11358,2,0,2,"4,000","2,076",1930,1,B2,"1,538,000",07/06/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5447,43,,B2,45-16 169 STREET,,11358,2,0,2,"4,000","1,600",1915,1,B2,0,05/18/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5447,43,,B2,45-16 169TH STREET,,11358,2,0,2,"4,000","1,600",1915,1,B2,0,12/03/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5448,65,,B3,45-64 170 STREET,,11358,2,0,2,"4,158","1,234",1930,1,B3,"1,053,591",11/17/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5451,30,,B3,45-07 171ST PLACE,,11358,2,0,2,"3,827","1,797",1925,1,B3,0,02/05/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5453,13,,B1,14722 JASMINE AVE,,11355,2,0,2,"4,000","2,652",1935,1,B1,0,04/28/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5457,5,,B3,46-59 158 STREET,,11358,2,0,2,"4,000","1,829",1920,1,B3,0,09/10/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5490,4,,B2,160-13 OAK AVENUE,,11358,2,0,2,"3,800","2,660",1960,1,B2,0,05/19/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5492,21,,B2,47-21 162ND STREET,,11358,2,0,2,"6,000","2,546",1901,1,B2,"1,430,000",06/22/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5492,135,,B2,47-06 163 STREET,,11358,2,0,2,"1,800","1,732",1960,1,B2,0,07/09/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5493,27,,B1,47-11 163 STREET,,11358,2,0,2,"3,200","1,824",1940,1,B1,0,06/18/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5512,65,,B3,44-06 189 STREET,,11358,2,0,2,"3,300","1,773",1930,1,B3,0,08/20/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5513,5,,B3,43-17 189TH STREET,,11358,2,0,2,"4,087","1,700",1935,1,B3,0,05/20/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5513,61,,B1,43-14 192 STREET,,11358,2,0,2,"6,000","2,116",1955,1,B1,0,08/12/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5515,45,,B1,189-40 44 AVENUE,,11358,2,0,2,"6,300","1,944",1945,1,B1,"1,393,000",04/06/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5517,17,,B1,43-24 194 STREET,,11358,2,0,2,"2,491","1,800",1947,1,B1,0,01/02/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5517,36,,B3,193-11 45TH AVENUE,,11358,2,0,2,"5,000","2,050",1950,1,B3,0,07/05/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5518,44,,B9,43-57 194 STREET,,11358,2,0,2,"2,500","1,671",1950,1,B9,0,06/25/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5519,20,,B1,43-28 196 STREET,,11358,2,0,2,"2,400","1,640",1950,1,B1,"1,230,000",01/21/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5521,49,,B2,196-33 45AVENUE,,11358,2,0,2,"4,000","2,184",1940,1,B2,0,03/04/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5525,28,,B3,45-27 AUBURNDALE LANE,,11358,2,0,2,"3,463","1,632",1925,1,B3,"624,000",03/11/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5526,30,,B2,4525 172 ST,,11358,2,0,2,"3,600","2,548",1925,1,B2,0,10/20/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5529,11,,B2,189-14 45TH ROAD,,11358,2,0,2,"4,000","2,396",1920,1,B2,"1,938,000",03/10/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5529,125,,B1,189-29 45TH DRIVE,,11358,2,0,2,"4,000","2,600",1960,1,B1,0,05/01/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5534,149,,B3,45-39 192 STREET,,11358,2,0,2,"4,000","2,450",1955,1,B3,"1,652,500",04/16/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5537,82,,B1,45-16 196 STREET,,11358,2,0,2,"3,000","1,497",1935,1,B1,0,12/17/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5538,9,,B1,196-22 45 AVENUE,,11358,2,0,2,"3,205","1,406",1950,1,B1,0,01/30/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5539,32,,B2,196-68 45TH ROAD,,11358,2,0,2,"4,205","2,810",2013,1,B2,0,08/09/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5540,44,,B3,45-29 196 STREET,,11358,2,0,2,"5,289","3,787",1940,1,B3,0,06/12/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5541,16,,B9,197-09 46 AVENUE,,11358,2,0,2,"3,800","2,400",1960,1,B9,"1,315,000",10/02/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5541,47,,B9,196-52 45 DRIVE,,11358,2,0,2,"3,800","2,600",1960,1,B9,"1,523,000",06/18/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5573,62,,B1,49-42 170 STREET,,11365,2,0,2,"2,012","1,720",1960,1,B1,0,04/20/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5573,62,,B1,4942 170TH ST,,11365,2,0,2,"2,012","1,720",1960,1,B1,"1,138,000",04/30/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5575,30,,B1,170-21 LITHONIA AVENUE,,11365,2,0,2,"2,058","1,900",1960,1,B1,"1,260,000",11/03/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5601,26,,B3,46-33 188 STREET,,11358,2,0,2,"3,000","1,568",1925,1,B3,0,10/10/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5606,21,,B3,47-17 188 STREET,,11358,2,0,2,"3,450","1,560",1945,1,B3,0,09/19/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5608,29,,B3,47-40 192ND STREET,,11358,2,0,2,"4,000","1,214",1940,1,B3,"490,000",02/07/2026
